	E1	E3	E5	E7	E8	F1	F3	F7	G3	G5	G7	G8	I1	I3	I5	I7	I8	P1	P3	P5	P7	S1	S3	S8
Aqu2.1.04924_001	0	0	4	5	0	5	0	0	10	1	0	0	0	6	29	0	1	0	1	6	0	1	1	0
Aqu2.1.04925_001	3	10	2	33	2	16	3	5	8	2	6	1	1	22	48	3	8	0	20	5	1	23	0	2
Aqu2.1.04926_001	0	0	0	0	0	1	0	0	0	5	0	0	0	0	1	0	0	0	3	4	1	0	0	0
Aqu2.1.04927_001	0	3	1	12	4	1	2	0	2	0	0	0	4	6	78	0	0	0	2	1	1	2	2	0
Aqu2.1.04928_001	3	8	0	28	3	6	1	2	17	7	4	3	0	19	18	0	5	2	10	11	2	6	2	3
Aqu2.1.04929_001	0	9	0	23	0	1	1	0	3	0	0	1	2	7	11	0	0	1	8	7	1	6	1	2
Aqu2.1.04930_001	0	4	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	0	2	0	1
Aqu2.1.04931_001	0	2	1	7	0	5	0	0	0	3	5	0	0	4	6	0	2	0	5	1	0	3	2	0
Aqu2.1.04932_001	1	1	0	8	0	1	1	0	0	4	1	0	0	4	11	0	0	1	1	1	0	2	0	0
Aqu2.1.04933_001	0	0	1	15	0	10	1	0	6	6	2	0	2	10	16	0	7	2	3	6	0	4	5	9
Aqu2.1.04934_001	1	2	0	24	0	12	0	0	7	0	0	0	0	18	8	1	2	1	8	0	2	7	0	2
Aqu2.1.04935_001	0	0	0	9	6	1	4	0	18	1	2	0	0	2	2	4	1	1	1	8	0	0	3	4
Aqu2.1.04936_001	8	3	5	17	0	7	2	3	3	4	7	0	3	12	10	0	3	5	15	8	12	9	0	13
Aqu2.1.04937_001	2	4	1	16	0	1	0	1	2	0	0	1	2	7	3	1	1	1	1	0	0	5	0	0
Aqu2.1.04938_001	0	1	0	15	0	0	0	1	3	3	0	0	0	8	7	0	0	0	8	6	0	1	0	1
Aqu2.1.04939_001	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
Aqu2.1.04940_001	0	3	0	10	0	2	3	1	29	6	0	0	18	4	56	2	3	15	9	1	1	6	5	1
Aqu2.1.04941_001	0	7	2	25	10	2	0	4	92	2	1	44	28	116	287	18	11	7	40	50	26	7	7	7
Aqu2.1.04942_001	1	0	1	4	1	8	0	0	2	4	1	1	0	9	2	0	0	0	1	4	4	6	0	1
Aqu2.1.04943_001	0	3	0	1	0	1	0	0	32	4	1	4	8	20	145	0	7	0	0	0	2	14	0	1
Aqu2.1.04944_001	1	7	0	25	0	6	0	2	0	3	2	1	0	13	4	0	0	0	3	9	0	5	2	0
Aqu2.1.04945_001	0	2	0	13	0	0	0	0	9	1	1	0	8	7	58	0	1	0	5	0	2	1	2	2
Aqu2.1.04946_001	0	0	0	4	0	0	0	0	0	0	0	1	0	11	7	0	2	0	13	5	0	1	3	0
Aqu2.1.04947_001	0	2	1	20	0	1	0	0	1	1	0	2	0	14	3	0	0	7	1	1	0	1	0	0
Aqu2.1.04948_001	0	2	1	19	0	3	0	1	2	11	0	1	4	8	14	2	1	0	10	7	0	3	2	0
Aqu2.1.04949_001	0	17	1	25	0	6	0	0	21	2	6	0	4	4	76	3	4	0	23	4	0	14	2	6
Aqu2.1.04950_001	0	1	0	0	0	0	0	1	2	2	0	1	1	8	11	0	0	0	1	1	1	2	0	0
Aqu2.1.04951_001	2	1	3	18	0	0	2	2	1	4	2	1	2	12	20	0	4	1	11	5	1	4	1	1
Aqu2.1.04952_001	0	0	1	2	0	0	0	0	5	1	0	1	0	2	13	0	0	0	14	4	1	1	0	0
Aqu2.1.04953_001	0	3	9	21	1	36	4	2	96	7	8	40	77	90	752	32	16	6	49	129	8	26	11	6
Aqu2.1.04954_001	1	2	1	2	0	3	0	0	1	0	0	0	0	1	6	0	0	0	1	0	1	1	1	0
Aqu2.1.04955_001	0	2	2	11	2	18	1	0	41	0	3	19	51	46	159	6	0	5	61	43	4	1	1	4
Aqu2.1.04956_001	0	2	2	7	0	2	0	0	27	1	1	1	4	5	80	2	0	0	5	1	0	2	0	1
Aqu2.1.04957_001	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	5	0	0	0	0
Aqu2.1.04958_001	0	5	0	11	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
Aqu2.1.04959_001	3	1	1	27	0	7	0	1	4	4	2	15	0	18	17	0	2	0	12	89	8	16	1	6
Aqu2.1.04960_001	6	9	4	39	3	7	1	4	15	3	3	8	3	14	18	20	5	7	14	9	5	53	41	9
Aqu2.1.04961_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.04962_001	2	1	0	5	0	3	0	0	1	0	0	1	1	3	7	1	3	1	0	1	0	2	0	3
Aqu2.1.04963_001	48	53	5	15	1	3	1	1	5	0	6	1	18	38	19	167	31	3	9	4	0	3	1	0
Aqu2.1.04964_001	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Aqu2.1.04965_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
Aqu2.1.04966_001	0	0	0	2	0	2	0	0	28	0	0	0	2	4	95	0	0	0	0	0	0	0	0	0
Aqu2.1.04967_001	0	0	0	12	0	1	2	0	1	1	0	0	1	2	9	0	0	1	0	2	0	2	1	0
Aqu2.1.04968_001	0	2	0	5	0	0	0	0	0	0	0	2	0	1	1	0	4	0	2	0	1	0	2	0
Aqu2.1.04969_001	2	1	0	8	0	4	0	0	1	0	0	1	0	0	2	0	0	0	1	3	5	7	0	0
Aqu2.1.04970_001	0	7	4	55	2	5	5	3	18	4	9	2	1	11	86	3	8	1	23	18	5	21	5	1
Aqu2.1.04971_001	0	7	1	12	1	4	1	0	4	2	0	2	5	14	6	0	3	0	5	2	0	6	2	4
Aqu2.1.04972_001	0	0	0	1	0	1	0	1	0	0	0	2	0	2	6	0	2	0	3	0	0	0	0	0
Aqu2.1.04973_001	0	0	1	8	0	1	0	0	2	1	0	0	1	6	11	0	3	1	1	2	3	5	0	0
Aqu2.1.04974_001	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	3	0	0	0	0
Aqu2.1.04975_001	3	2	0	11	0	6	0	2	0	0	0	0	2	8	3	0	0	0	3	4	0	0	1	2
Aqu2.1.04976_001	4	8	10	41	8	4	0	1	3	4	4	0	3	25	13	1	12	11	25	7	9	8	10	5
Aqu2.1.04977_001	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
Aqu2.1.04978_001	0	1	1	4	0	1	0	0	2	1	3	1	1	4	1	0	1	0	4	1	3	7	0	0
Aqu2.1.04979_001	3	10	5	25	1	16	1	5	5	6	5	2	3	30	14	18	13	11	16	3	15	22	4	4
Aqu2.1.04980_001	0	0	0	0	0	1	0	0	25	0	0	7	12	33	118	1	0	0	0	6	0	8	0	0
Aqu2.1.04981_001	0	1	1	5	0	0	0	0	0	1	0	0	1	9	24	1	2	0	2	2	0	2	6	0
Aqu2.1.04982_001	1	0	0	2	5	1	0	0	1	1	0	1	1	1	1	0	0	0	2	8	0	0	0	3
Aqu2.1.04983_001	0	0	0	7	0	0	0	0	0	1	0	0	0	3	1	1	2	0	1	3	0	0	0	1
Aqu2.1.04984_001	0	1	0	2	0	0	0	0	29	1	1	0	5	20	49	0	0	1	10	13	2	2	0	0
Aqu2.1.04985_001	0	0	0	0	0	2	0	0	8	0	2	0	1	4	7	0	0	0	5	0	0	1	0	0
Aqu2.1.04986_001	0	0	1	6	0	1	0	0	6	2	0	2	2	14	11	0	5	0	4	15	0	1	1	2
Aqu2.1.04987_001	1	2	0	4	0	0	1	1	48	2	8	2	25	43	84	14	0	1	24	1	1	13	2	3
Aqu2.1.04988_001	1	9	0	16	4	2	1	1	0	1	0	0	0	15	3	1	4	1	4	0	0	0	0	0
Aqu2.1.04989_001	0	0	0	1	0	1	1	0	0	2	0	0	0	1	10	0	1	0	3	1	1	1	0	0
Aqu2.1.04990_001	0	2	0	5	0	5	0	0	2	1	0	0	0	3	1	0	1	0	1	5	0	1	0	0
Aqu2.1.04991_001	1	2	0	11	0	15	3	1	20	0	0	11	1	30	52	0	2	0	19	61	1	3	0	3
Aqu2.1.04992_001	1	1	0	3	0	2	0	0	9	0	0	4	0	7	26	0	1	0	6	10	3	1	1	0
Aqu2.1.04993_001	0	4	2	3	1	0	1	3	1	0	0	4	1	5	59	3	1	0	3	3	0	1	0	3
Aqu2.1.04994_001	0	1	0	8	1	11	1	1	19	1	0	1	33	7	57	9	4	0	3	4	0	2	2	1
Aqu2.1.04995_001	0	2	0	11	0	0	4	0	0	3	6	2	1	1	5	1	1	0	6	9	8	1	0	1
Aqu2.1.04996_001	0	1	1	4	0	1	0	0	1	0	2	0	0	7	10	0	0	0	2	1	0	3	0	4
Aqu2.1.04997_001	1	7	0	6	1	6	0	3	12	1	0	4	7	9	2	1	1	0	18	6	1	1	0	1
Aqu2.1.04998_001	0	0	0	3	0	0	0	0	0	0	0	0	0	3	9	0	0	0	1	0	0	1	0	0
Aqu2.1.04999_001	1	4	0	12	0	1	0	0	3	0	0	0	6	14	1	0	3	0	1	1	1	5	0	1
Aqu2.1.05000_001	0	1	1	3	0	3	0	1	1	0	0	0	0	1	14	1	9	1	1	1	1	3	0	0
Aqu2.1.05001_001	0	6	0	6	0	1	1	0	0	0	1	0	0	2	3	7	0	0	0	0	1	0	0	0
Aqu2.1.05002_001	1	0	0	11	0	0	0	0	0	0	1	0	0	1	4	0	0	0	2	1	0	4	0	2
Aqu2.1.05003_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	1	2	0	0	0	0
Aqu2.1.05004_001	0	3	0	4	1	0	2	0	11	1	0	8	11	22	19	3	0	0	3	0	0	2	0	0
Aqu2.1.05005_001	0	0	1	1	0	0	0	0	1	1	1	0	4	2	3	0	0	0	1	2	0	16	0	0
Aqu2.1.05006_001	0	3	2	9	0	2	1	0	1	5	4	2	4	10	7	0	5	0	0	0	1	1	0	0
Aqu2.1.05007_001	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aqu2.1.05008_001	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Aqu2.1.05009_001	0	0	0	5	0	0	1	0	6	0	0	1	1	1	2	0	0	1	4	1	0	0	0	0
Aqu2.1.05010_001	0	0	0	2	0	0	2	0	8	0	0	5	8	15	8	1	0	0	0	0	0	2	0	1
Aqu2.1.05011_001	0	1	0	0	0	1	1	0	0	1	0	0	2	1	20	0	0	0	0	3	0	1	0	0
Aqu2.1.05012_001	2	5	0	11	1	3	1	0	1	1	2	0	0	14	27	0	2	1	25	5	1	2	4	2
Aqu2.1.05013_001	1	1	0	4	1	2	2	4	6	1	0	2	5	2	12	0	3	0	8	6	0	2	1	2
Aqu2.1.05014_001	0	0	0	1	0	1	0	0	1	0	0	0	1	2	3	0	0	0	0	0	0	1	0	1
Aqu2.1.05015_001	0	3	5	19	0	6	0	1	11	2	2	0	7	23	57	1	7	0	3	11	2	3	3	3
Aqu2.1.05016_001	4	15	3	42	4	10	3	11	1	16	3	5	4	23	24	1	3	0	16	9	2	17	5	7
Aqu2.1.05017_001	0	2	1	10	0	2	1	0	4	0	0	1	0	2	19	1	1	0	1	3	0	2	1	0
Aqu2.1.05018_001	0	1	1	1	0	0	0	0	4	4	0	0	2	1	1	0	0	0	2	2	0	1	0	0
Aqu2.1.05019_001	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Aqu2.1.05020_001	0	0	0	2	0	8	0	0	6	0	1	10	8	15	61	3	17	3	2	14	2	10	2	2
Aqu2.1.05021_001	0	2	0	0	1	9	1	0	23	0	0	5	10	42	98	5	2	3	13	31	1	1	3	0
Aqu2.1.05022_001	1	0	0	2	0	0	0	0	1	0	0	0	0	3	1	0	1	1	4	3	0	0	0	0
Aqu2.1.05023_001	0	5	1	30	1	0	1	0	39	0	1	0	8	17	48	3	4	0	13	14	2	7	1	2
Aqu2.1.05024_001	0	3	0	33	3	2	1	1	0	3	2	1	2	10	2	0	6	2	4	1	0	11	4	6
Aqu2.1.05025_001	0	1	0	3	0	1	0	1	1	2	0	2	0	4	0	1	0	1	6	0	2	4	3	1
Aqu2.1.05026_001	0	0	1	13	0	2	0	0	0	1	0	0	0	0	2	0	1	0	5	2	0	0	3	1
Aqu2.1.05027_001	0	3	1	9	0	6	2	1	3	3	5	0	2	6	11	0	2	1	4	13	3	9	0	4
Aqu2.1.05028_001	1	2	0	4	0	0	0	0	3	0	1	0	0	1	26	0	0	0	2	0	1	0	3	0
Aqu2.1.05029_001	2	0	1	6	0	1	0	0	1	1	0	0	1	3	1	4	1	1	2	0	0	1	2	0
Aqu2.1.05030_001	0	0	0	3	0	1	2	0	6	0	0	2	0	0	2	3	1	1	1	1	0	3	2	1
Aqu2.1.05031_001	0	0	0	1	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0
Aqu2.1.05032_001	0	6	0	17	0	2	3	2	1	4	2	0	2	7	7	1	4	2	10	6	1	7	3	2
Aqu2.1.05033_001	0	9	0	13	0	8	0	0	2	0	0	3	2	6	1	1	0	1	7	2	1	0	0	2
Aqu2.1.05034_001	1	0	1	11	0	5	0	0	6	2	3	0	1	11	7	0	1	0	12	1	0	5	0	2
Aqu2.1.05035_001	0	4	0	2	0	0	0	1	1	1	0	1	0	8	9	0	2	0	2	1	1	1	2	0
Aqu2.1.05036_001	2	0	0	3	0	2	0	0	2	2	0	2	0	10	23	0	0	0	4	11	1	0	1	0
Aqu2.1.05037_001	1	0	1	5	0	8	0	2	6	1	1	1	0	5	1	1	2	1	4	0	0	14	4	0
Aqu2.1.05038_001	0	3	2	14	0	4	3	0	0	0	1	2	2	15	23	1	5	0	14	6	0	7	5	4
Aqu2.1.05039_001	0	1	4	5	0	1	0	1	1	0	1	0	1	0	1	1	1	0	3	8	0	0	0	0
Aqu2.1.05040_001	0	0	0	3	0	0	0	0	0	0	2	1	1	1	3	0	0	0	1	1	0	1	0	0
Aqu2.1.05041_001	1	7	3	5	0	2	0	2	1	1	0	0	0	2	11	2	0	7	2	0	2	2	3	2
Aqu2.1.05042_001	0	3	1	2	0	3	0	1	11	0	0	0	0	9	28	1	1	0	6	3	0	4	1	0
Aqu2.1.05043_001	0	0	0	4	0	0	0	0	0	0	0	0	3	8	11	0	5	0	0	5	0	3	0	0
Aqu2.1.05044_001	0	1	0	3	0	1	0	0	0	0	0	0	0	5	3	0	1	0	2	0	1	1	1	0
Aqu2.1.05045_001	0	1	1	1	0	0	5	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2	1
Aqu2.1.05046_001	5	1	0	9	0	0	2	1	1	4	1	0	1	14	13	1	8	1	4	1	4	15	4	4
Aqu2.1.05047_001	0	2	3	14	1	7	1	1	11	4	1	0	0	17	47	0	3	0	12	12	1	8	4	0
Aqu2.1.05048_001	1	2	0	4	0	0	0	0	0	0	0	0	0	7	4	0	1	0	4	1	3	1	0	1
Aqu2.1.05049_001	1	0	0	14	0	0	1	0	46	2	1	6	39	37	106	6	0	3	14	5	1	6	1	5
Aqu2.1.05050_001	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0
Aqu2.1.05051_001	1	0	2	11	0	4	1	2	1	2	0	0	2	2	9	0	0	3	11	10	3	1	0	4
Aqu2.1.05052_001	0	0	0	4	0	0	0	0	0	1	0	0	3	0	19	0	0	0	0	1	0	0	0	1
Aqu2.1.05053_001	0	0	2	7	0	0	3	0	14	0	3	0	6	6	17	5	2	1	7	6	1	4	1	7
Aqu2.1.05054_001	0	5	0	4	1	1	0	0	80	0	2	3	32	57	178	6	7	0	17	58	0	5	6	4
Aqu2.1.05055_001	2	13	3	17	1	8	1	6	163	3	8	184	208	433	705	37	11	7	35	36	9	18	9	5
Aqu2.1.05056_001	1	4	0	13	0	7	0	0	41	0	7	0	26	32	81	2	3	0	9	11	0	2	0	1
Aqu2.1.05057_001	0	3	3	19	2	1	1	1	43	1	1	9	29	53	108	16	5	8	13	26	2	12	0	3
Aqu2.1.05058_001	0	1	3	12	0	2	0	1	5	2	2	1	7	20	25	2	0	0	1	12	0	2	4	1
Aqu2.1.05059_001	0	0	0	2	0	0	2	0	1	0	0	0	1	1	2	0	0	1	2	5	0	2	0	0
Aqu2.1.05060_001	0	2	0	4	0	1	1	3	15	0	0	0	0	2	13	0	1	1	6	2	0	1	2	0
Aqu2.1.05061_001	0	0	1	1	0	1	0	0	1	1	0	0	1	5	2	0	0	1	0	12	0	0	0	0
Aqu2.1.05062_001	0	2	0	13	0	1	2	0	0	0	0	0	0	2	7	0	2	0	6	4	1	2	2	4
Aqu2.1.05063_001	0	4	4	36	2	9	3	1	7	0	4	0	2	25	11	0	5	0	13	6	1	8	9	3
Aqu2.1.05064_001	0	1	5	2	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Aqu2.1.05065_001	0	1	1	1	0	1	0	1	1	1	0	0	0	1	3	0	0	0	1	0	0	1	0	1
Aqu2.1.05066_001	1	9	1	32	1	6	1	1	4	3	6	4	2	4	14	1	8	0	6	3	2	3	0	2
Aqu2.1.05067_001	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0	0
Aqu2.1.05068_001	4	0	0	10	0	1	0	0	3	0	0	3	1	6	14	0	3	1	8	11	2	6	1	3
Aqu2.1.05069_001	0	0	1	3	0	0	3	0	0	1	1	0	0	0	1	0	0	1	20	0	0	1	0	0
Aqu2.1.05070_001	0	0	0	1	0	5	0	0	0	0	7	0	0	1	2	1	0	0	2	5	0	0	0	2
Aqu2.1.05071_001	0	1	1	9	0	0	0	0	1	1	3	0	2	4	4	1	2	0	2	0	0	2	0	0
Aqu2.1.05072_001	1	2	0	2	0	1	1	0	0	0	0	0	0	3	1	2	0	4	2	1	0	1	0	0
Aqu2.1.05073_001	2	20	1	30	0	20	0	0	24	0	2	0	0	7	77	0	5	0	4	11	0	6	2	2
Aqu2.1.05074_001	0	0	1	5	0	2	0	0	4	5	0	0	0	8	2	0	1	3	3	3	0	16	2	0
Aqu2.1.05075_001	0	0	0	1	0	0	0	0	5	1	0	0	0	2	33	0	0	0	6	4	9	0	0	0
Aqu2.1.05076_001	2	7	3	26	5	8	2	0	11	0	6	3	17	30	25	10	5	4	7	5	4	8	2	0
Aqu2.1.05077_001	0	1	0	4	0	0	1	0	1	1	1	0	0	1	1	0	6	0	0	3	1	5	0	2
Aqu2.1.05078_001	0	1	0	14	1	4	0	1	1	0	1	0	0	4	35	1	0	0	5	0	2	1	0	1
Aqu2.1.05079_001	0	7	2	9	0	2	1	1	157	1	21	18	46	94	356	7	1	4	26	56	1	10	0	0
Aqu2.1.05080_001	0	7	0	10	0	0	1	6	4	1	0	0	7	7	26	0	1	0	11	0	0	6	1	0
Aqu2.1.05081_001	5	3	0	9	0	4	0	1	8	1	1	1	3	5	5	0	2	0	2	8	6	6	2	4
Aqu2.1.05082_001	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
Aqu2.1.05083_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.05084_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.05085_001	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
Aqu2.1.05086_001	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.05087_001	0	3	0	8	0	2	0	2	1	2	0	0	0	5	9	0	0	4	13	0	4	3	2	2
Aqu2.1.05088_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	1	0	1
Aqu2.1.05089_001	0	1	1	4	0	3	0	0	1	4	4	5	1	6	17	0	1	0	10	8	0	3	0	0
Aqu2.1.05090_001	0	0	0	2	0	4	0	0	0	0	0	0	0	3	1	0	6	0	1	0	0	0	0	0
Aqu2.1.05091_001	0	0	0	3	0	0	0	9	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1
Aqu2.1.05092_001	0	0	0	1	0	5	0	0	8	0	0	0	0	4	3	0	0	0	8	0	0	0	0	0
Aqu2.1.05093_001	0	2	0	7	0	8	0	0	2	4	0	0	1	5	7	0	1	0	2	4	1	3	0	0
Aqu2.1.05094_001	1	6	0	8	0	3	4	1	0	1	0	0	0	8	7	0	2	0	4	3	0	5	1	1
Aqu2.1.05095_001	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.05096_001	0	2	2	10	0	0	0	0	1	1	0	0	0	5	0	0	2	1	2	0	0	1	0	1
Aqu2.1.05097_001	0	0	0	4	5	2	0	0	0	3	0	0	1	2	1	0	0	0	3	0	1	5	0	0
Aqu2.1.05098_001	0	1	0	3	0	1	8	0	0	0	2	0	0	1	0	0	0	0	1	2	0	0	1	0
Aqu2.1.05099_001	0	0	0	3	0	1	0	0	0	0	0	0	1	3	6	0	0	0	0	0	0	3	0	0
Aqu2.1.05100_001	0	1	0	3	0	0	0	0	0	0	0	0	0	1	9	0	0	0	2	1	2	2	0	0
Aqu2.1.05101_001	0	0	0	1	0	0	0	0	6	3	0	0	0	0	46	0	0	0	7	7	1	0	0	0
Aqu2.1.05102_001	0	0	0	1	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	3	0	0	2	0
Aqu2.1.05103_001	0	2	4	41	0	5	1	2	6	3	5	4	2	14	32	2	2	6	17	9	0	13	2	5
Aqu2.1.05104_001	0	2	4	6	0	3	0	0	1	0	0	0	0	4	3	0	2	0	4	3	0	5	0	0
Aqu2.1.05105_001	0	1	4	4	0	0	0	0	1	0	0	0	0	5	8	0	1	0	5	17	0	2	0	0
Aqu2.1.05106_001	0	3	1	5	0	1	0	0	1	1	0	0	0	17	18	2	5	0	5	3	0	1	1	1
Aqu2.1.05107_001	0	1	0	3	0	1	2	0	1	4	0	0	1	0	1	1	1	0	1	0	0	2	0	2
Aqu2.1.05108_001	0	5	0	11	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	1	1
Aqu2.1.05109_001	3	6	31	24	4	5	3	0	4	2	3	3	6	15	56	1	17	4	20	9	1	3	4	3
Aqu2.1.05110_001	0	1	0	1	0	1	0	0	0	0	0	0	0	3	7	0	0	0	0	1	1	0	0	1
Aqu2.1.05111_001	5	1	0	8	0	5	0	0	3	8	0	0	3	5	10	0	3	0	11	1	2	5	0	3
Aqu2.1.05112_001	0	0	1	3	0	0	0	0	0	0	0	0	0	3	1	1	3	0	0	0	0	0	1	0
Aqu2.1.05113_001	0	10	5	14	1	1	2	0	4	2	1	4	0	6	6	2	0	1	8	3	3	3	0	0
Aqu2.1.05114_001	0	3	0	2	0	4	1	1	5	3	3	2	0	3	27	2	4	0	24	9	1	0	1	1
Aqu2.1.05115_001	1	8	1	12	0	1	1	0	0	2	0	1	6	3	3	0	1	0	4	6	0	1	0	13
Aqu2.1.05116_001	0	1	0	6	0	0	0	2	24	0	1	3	6	4	46	0	0	0	13	6	1	1	2	0
Aqu2.1.05117_001	0	7	8	10	0	2	1	4	1	0	1	1	2	7	13	1	2	0	7	4	2	6	6	0
Aqu2.1.05118_001	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	9	0	0	8	4	0	0	1	0
Aqu2.1.05119_001	0	0	0	2	0	6	0	0	3	0	0	0	0	5	10	0	1	0	10	2	0	2	0	0
Aqu2.1.05120_001	0	0	0	0	0	7	0	0	2	2	0	2	0	4	1	0	1	0	2	2	0	1	0	1
Aqu2.1.05121_001	0	5	1	14	0	1	1	0	9	15	4	0	5	24	40	0	6	2	18	12	9	5	0	3
Aqu2.1.05122_001	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0
Aqu2.1.05123_001	1	1	0	7	0	1	1	1	1	1	0	0	0	8	5	11	1	0	6	3	0	4	1	2
Aqu2.1.05124_001	2	11	2	11	3	2	1	1	56	1	4	1	19	103	224	11	7	1	20	17	1	13	4	5
Aqu2.1.05125_001	0	0	1	4	0	2	0	0	1	4	9	0	10	15	5	0	0	0	13	1	0	1	0	0
Aqu2.1.05126_001	0	0	8	12	0	0	0	0	2	0	0	0	1	7	2	0	1	5	2	0	0	2	2	3
Aqu2.1.05127_001	1	0	1	3	0	2	0	0	4	0	1	0	1	6	9	0	0	0	5	0	1	5	0	1
Aqu2.1.05128_001	0	2	1	4	0	0	1	0	0	0	2	0	1	2	2	0	2	0	7	0	0	0	2	1
Aqu2.1.05129_001	1	0	0	28	0	2	0	1	7	7	0	5	1	18	9	1	6	0	7	12	9	3	1	0
Aqu2.1.05130_001	0	2	0	16	2	7	2	0	0	2	0	1	2	4	9	0	1	0	3	1	5	1	0	0
Aqu2.1.05131_001	1	5	1	19	0	3	0	0	3	2	8	1	3	10	3	0	6	1	5	11	0	5	5	0
Aqu2.1.05132_001	1	8	0	15	0	5	1	0	37	9	4	12	24	88	78	1	8	2	31	23	3	8	1	4
Aqu2.1.05133_001	1	7	1	19	3	4	3	0	3	4	0	0	0	22	27	1	2	0	5	3	0	4	0	10
Aqu2.1.05134_001	1	2	1	11	0	3	1	0	35	0	0	9	2	8	67	3	4	13	31	12	4	32	1	6
Aqu2.1.05135_001	4	5	0	10	0	3	0	0	1	5	0	0	1	2	3	0	0	0	5	2	4	0	1	0
Aqu2.1.05136_001	0	0	0	0	0	0	0	0	0	1	1	0	0	1	6	0	0	0	1	0	0	0	0	0
Aqu2.1.05137_001	0	0	0	16	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	2	0	2	0	0
Aqu2.1.05138_001	5	9	8	20	3	5	2	1	12	3	1	2	5	18	6	6	3	7	12	7	9	33	4	4
Aqu2.1.05139_001	0	0	0	3	0	1	0	0	0	1	0	0	0	3	4	1	0	1	1	0	0	3	1	2
Aqu2.1.05140_001	0	5	3	22	0	1	0	0	1	1	3	3	0	10	11	1	2	1	12	5	7	4	2	2
Aqu2.1.05141_001	0	0	3	16	0	6	0	1	1	0	1	0	1	8	7	0	1	1	11	2	0	2	1	2
Aqu2.1.05142_001	1	2	3	17	1	11	1	3	1	1	1	1	0	9	10	0	2	1	5	3	0	2	0	8
Aqu2.1.05143_001	0	0	0	2	0	1	0	0	1	0	4	0	0	2	1	0	0	0	0	1	0	1	0	1
Aqu2.1.05144_001	0	3	3	11	0	0	0	0	44	0	0	1	0	23	52	0	9	0	5	1	0	1	0	1
Aqu2.1.05145_001	0	1	1	17	0	2	0	2	3	0	0	1	0	13	13	1	2	1	9	8	0	1	1	0
Aqu2.1.05146_001	3	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	2	1	0	0	0	1
Aqu2.1.05147_001	0	3	0	4	0	1	0	0	0	0	1	0	0	2	3	0	1	0	0	4	12	0	0	0
Aqu2.1.05148_001	1	1	2	3	2	4	0	5	1	12	1	0	1	11	19	0	1	7	22	12	3	3	2	1
Aqu2.1.05149_001	1	0	1	12	1	2	2	2	4	1	3	2	4	7	4	3	1	4	8	17	1	11	2	2
Aqu2.1.05150_001	0	1	0	3	1	5	4	0	4	4	0	0	0	3	11	1	0	0	29	20	5	4	0	0
Aqu2.1.05151_001	0	1	0	0	0	0	0	0	1	0	1	0	0	8	0	0	1	1	4	0	4	0	0	0
